,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601901.CH.EQUITY,X2892.TT.EQUITY,X600958.CH.EQUITY
X11.HK.EQUITY,0,0.18951491576036,0,0,0.172786402122437,0,0,0,0,0,0,0,0,0,0,0.0540566527507814,0,0,0,0,0,0.542816023537579,0.0647552464255656,-0.0954043980293881,0,0,0,0,0,0,-0.0273694264175926,0,-0.00213723885821939,0,0,0.0249343908891956,0,0,0,0,0.0403765472175276,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.0393390224673316,0,0,0,0,0,0,0,0,0,0,0.0835521228263164,0,0,-1.23761056611667e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35271516642861,0,0,0,0.367957856881054,0.239740805431194,0,0,0,0,0.0803798753388761,0,0,0,0.147436873552805,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.172181548808337,0,0,0,0,-0.0697899145538612,0,0,0,0.0325917169840354,1.73472347597681e-18,0,0,0,0,0,0,0.37804190683017,0,0,-0.0128159495324075,0.120478086860475,0,0,0,0,0,0.101644424508966,0,0,0,0,0.000388069781364516,0,0,0,0,0,0,-0.0465306746940807,0.13720259457086,0,0,0,0.0586797141137469,-0.0903457120093938,0.0714970364447927,0
X2388.HK.EQUITY,0,0,0,0,0.0167727982817769,0,0,0,0,0,0,0,0,0,0,0.0744971773561213,0,0,0.452465583845688,0,0,0,0,0,0,0,-0.0815381702929797,0,0,0,0,0.192834216014828,0,0,0,0,0,0,0,0.0952552318550524,0.0564206274268422,0,0,0,0,0.149771276734845,0.136986673166591,0,0,0
X267.HK.EQUITY,0,-0.0339139493367224,0,0,0.452095711739956,0.0844821458425773,0,0.230277426424648,0,0,0,0,0,0,0,0,-0.0319612358121656,0,0.101545284017238,0,0,0.00591538346090158,0,0.162447323663043,0,0,0,0,0,0,0,0,-0.152247829144953,0,0,0,0,0,0,0,0,0.15513921519033,0,0.0594016496280066,0,0,0,0,0.0694313951838008,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,-0.0737474005137503,0,0,0,0,0,0.265971735681262,0,0,0,0,0,0,0.12691894966337,0,0,0,0,0,0,0,0,0.0761905659862109,0,-0.0544345946694242,0,0,0.143048966172723,0,0,0,0,0,-0.242373210814747,0,0,0,0,0,0.489008217327722,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.119655773596342,0,0,0,0,0,0,0,0,-0.0746384373254795,0,0,0,0,0,0,0.0519676409269085,0,0,0,0,0,0,0,0,0,0,0,0,0.410413637347909,0.0545799232289134,0,0,0,0.0593693232444413,0,0,0,0.204687333358471,0,0.124792539481596
X601688.CH.EQUITY,0,0,0,0,0.109381471056638,0,0,0,-0.0996997493263945,0,0,0,0,0,0,-0.203351765890207,0,0.219474908358786,0,0,-0.436385597742838,0,0,0,0,0,-0.073832310523035,0.34411912365732,0.0542221503772597,0,0,0.0730978869959464,0,0,0,0,0,0.337022953921255,0,0,-0.013428782091347,0,0.00183724043955296,0.144484745270666,0,0,0,0,0,6.93889390390723e-18
X002142.CH.EQUITY,0,0.233042950822722,0,0,0,0,0.311021773499378,0,0,0,0,0,0,0,0,0.202334222719221,0,0,0,-0.0993419546364019,-0.00151714107800672,0,0,0,0,-0.108571596179772,0,0,0,0.232070730353349,0,-0.00537340548049487,0,0,-0.102987775487746,-0.0211564784817691,0,0,0,0.116311869894704,0,0,0,-0.101797270493178,0,-0.0293868214768787,0.26061956093621,0,-0.279113454793532,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0.0711802787506371,0,0,0,0,0,0,0,0,0,0,0,0.000132195143985825,0,0,0,0,0,0.10500223224367,0,0,0.0726395566914085,0,0.0795124345631736,0,0,0,0.0096631122552215,0.131588350885171,0,0.160147415571583,0,0.0997900604585326,0,0,0,0,0,0,0,0,0,0.282661799251042
X600837.CH.EQUITY,0,0,0.111735130218965,0,-0.0466177752151608,0.0323214985967186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702196045089604,0,0.66917572375105,0,0,0,0,0,0.0865209943607061,0,0,0,0,0,0,0,0,-0.0257182692626725,0,0.114526532079406,0,0,0,0,0
X601336.CH.EQUITY,-0.0355675161652007,0,0,0,0,-0.0449313230491712,0,0,0,0,0,0,0,0,0.170066501777965,0,0.101840839978947,0,0,0,0,0,0,0.0208361009971882,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.460884798061053,0,0.234024652655401,0,0,0.230471121422759,0,0,0,0,0,-0.165318933247207,0,0,0,0
X601229.CH.EQUITY,0,0,0.216149682074238,0.21610602545021,0,0,0,0,0,0.050162693596772,0,0,0,-0.188714717707505,0.149457157877199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673099083692772,0,0,0,0.32850801464756,-0.0801961037312933,-0.206627810362389,0,0,0,0,0.276702511569678,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,-0.153730985652567,0.0467916818691999,0.0444154096110878,0,0,0,0,0,0,0.124818939189668,0,0,0,0.0388940345072099,0,-1.38777878078145e-17,0.234091972799075,0,0,0,0,0,0,0,0,-0.0117920721296135,0,0,0,0,0,0.305204286562973,0,0,0,-0.04185948643736,0.21268269779214,-0.0235186940086998,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0460312016333678,0,0,0,0.25745899116357,0,0,0,0,0.127129064689827,0.329424784686484,0.188974392587629,0,0.150842446867964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659663040271244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741062782408187
X000166.CH.EQUITY,0,0,0,0,0,0.0251338875291819,0,0,0,-0.07297561546578,0,0,0.0884012875259925,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.00326278734893763,0,0,0,0,0.167286778475293,0,0,0,0,0.143753158144684,0.264119814415395,0,0,0,0,0,0,0,0,0,0,0.19614312307891
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0294092187658968,0,0,0,0,0,0,0.0629021687731814,0.0564017798361368,0.0444155630015107,0,0.119881721517727,0,0,0,0,0,0.279773960060971,0,0,0,0,0,0,0.00978884898636073,0,0,0,0,0,0,0,0,0,0.194311385190933,0.0282777405261156,0,0.0804641373137485
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.169437893060299,0,0,0.152635280052572,0.185097932718847,0,0,0,0,0.273914963977742,-0.140495771442773,0,0,-0.153219684742725,0.0824200480497246,0,0,0.041756204164996,0,0,0,0,0,0.353292638415876,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,-0.0217366348861477,-0.0091012988439461,0,0,0,0.201281110646553
X2881.TT.EQUITY,0.177651077310113,0.143757656895658,0,0,0,0,0,0,0,0,0,-0.274082781329456,0,0,0,0,-0.114442257328712,0,0,0,0,0,0,0.218628900943824,-0.0668525527075354,0,0,0,0,0.412342404978244,0,0.428239297460161,0,-1.73472347597681e-18,0,0,0,-0.0879442349834242,0,0,0.119812894951682,0,0,-0.204100369840201,0,0.0609288392439654,0,0,0.0257676453141539,0
X002736.CH.EQUITY,0,0,0,0,0,0,0.0517101226748003,0,-0.0405174235201471,-0.0882806153356679,0,0,0,0.011472371954531,0,0,0,0,0,0,0,0,0,0,0.13241449812801,0.0574194150204417,0.0944670850278476,0,0,0,0,0,0,0.212478943259252,0,0.0225590944045027,0,0,0,0,0,0,0.0351998815004674,0,0,0,0,0,0,0.317973318950055
X000776.CH.EQUITY,0,-0.00166722255122032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288640969795819,0,0,0,0,0,0,0.0245549753907709,0,0,0,0.0667421795887514,0,0,0,0.035187996053912,0.335882841708107,0,0,0,0,0,0,0,0,0,0,0.215433130364772,0,0.0172569539836242,0.0493212903758605,-0.000386225457958595,-1.0842021724855e-19
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.080129619232393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469072173368918,0.173784862642167,0.0943248796509587,-0.0640557450603271,0,0,0,0,-0.0469315955055107,0,0,0,0,0,0,0,0,0,0,-0.049290955420279,0,0.345479354332859
X2891.TT.EQUITY,0,0.113129128538362,0.182797426460009,0,0,0,0.0261899257478602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330215462701662,0,0,0,0.0675629441583237,0,0,0,0,0,0,0,0,0,0,0.412388678059609,-0.144791894477335,0,0,0.00777703740435351,0,0,0.35800300327541,0
X2886.TT.EQUITY,0.238609800628395,0,-0.0385312677881682,0,0.148744468480501,0,0,0,0.174028867705408,0,0,0,0,0,0,0,0,0,0.0952309006082786,0,-0.140983238761061,0.0671235049249978,0.0338290179327205,0,0,-0.204860735779731,-0.0988263224058466,0,0,0,0,0,0,-0.00924217744882607,0,0,0,0,0,0,0.130966043760785,0,0.217953441445189,0,-0.13310214829302,0,0,0,0,0
X601916.CH.Equity,-0.368862477802102,0,-0.122558924813462,-0.218442263369199,0,0,-0.516866852994923,0,0,0,0,0,0,0,-0.240783251581677,0,0,0,0,0.0604800189482266,0.643126079783709,0,0.144101419035815,0,0.290867597093566,0,0,0,0,0,0,0,0,0,0,0,0.686033908842006,0.248269780397265,0,0,0,-0.0805270397694698,0,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0279417715131325,0.399542345425742,-0.135966160016369,-0.00908808240289304,0,0,-0.164116428068615,0,0.349379226528741,0,0,0,0,0.0477506137686638,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433533086039108,0,0,0,0,0,0,0,0,0,0,0.134567520352916,-0.00921328331317794,0.210020292173834
X600919.CH.EQUITY,0,0,0.244142082881941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310025565192963,0,0,0,0,0.0853140928046776,0,0.0583296589471217,0.0203450105835132,0,0.0704315893177837,0,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0386360820224745,0.544048099515451,0,-0.0503361834780218,0,0,0,-0.169358212905988,0,6.93889390390723e-18,0,-0.00133014413687596,0,2.16840434497101e-19,0.0999542318955219,0,0,0,-0.17556532850825,0,0.00776006808607147,0,0,0,0,0,0.168637771641856,0,0,0.117369410099843,0.471758154951399,-0.15688204809413,0.0934997333690861,0,0,0,0,0.120605575057605,0
X601009.CH.EQUITY,0,0,0.151241813700662,0.0823391333738445,0,0,0,0,0,0,0,0,0,0.213045074119752,0,0.0389515726961813,0,0,0,0,0,0,0,0.147924003086937,0,0,0,0,0,0,0.111402854770205,0,0.0194338216332938,0,0.157900927526031,0,0,0,0.0470029996927445,0.0225578420312409,0,0,0,0,0.0977276056287424,0,0,0,0,0
X601901.CH.EQUITY,0,-0.0167384723157752,0,-0.00784717033758841,0,0,-0.110020803331786,0,0.0849700795728686,0,0,0,-0.123194234611735,0,0,0.0297817254987134,-0.139460640918975,0.642990902807132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529537213746264,0,0,-0.167533242537965,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.351732089347887
X2892.TT.EQUITY,0,0,0,0,0,0,0.1962235033186,0,0,0,0,0,0,0,0,0.0218178003401731,0,0,0,0,0,0.134158069043764,0,-0.0169902951514186,0,0,0,0,0.197196174275968,0,0,0,0,0,0,0,0.121255102305096,0,0,0,0.061310143885871,0,0.0586351049391411,0,-0.0559625118722841,0.433474834142019,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193868478510125,0,0,0,0,0,0.0349824746783623,0,0.0335252483895544,0.570188797604692,0.185789123405615,0,0,0.0905453834259169,0.0742041817798168,0,0,0,0,0,0
